Range Query No.,Compacted,Skipped
1,0,100
2,0,252
3,0,460
4,0,567
5,0,834
6,0,884
7,0,1006
8,0,931
9,0,1181
10,0,1235
11,0,1668
12,0,1731
13,0,1903
14,0,1785
15,0,2042
16,0,2188
17,0,2517
18,0,2425
19,0,1835
20,0,1618
21,0,1518
22,0,1128
23,0,2764
24,0,1802
25,0,1189
26,0,2309
27,0,2149
28,0,2388
29,0,2465
30,0,2710
31,0,2240
32,0,2858
33,0,2333
34,0,2254
35,0,2089
36,0,2777
37,0,2675
38,0,2586
39,0,3031
40,0,4361
41,0,2753
42,0,3158
43,0,3328
44,0,3619
45,0,4236
46,0,4262
47,0,4651
48,0,4573
49,0,3107
50,0,4997
51,0,5020
52,0,6514
53,0,4127
54,0,4158
55,0,4391
56,0,4366
57,0,6633
58,0,4924
59,0,5528
60,0,5563
61,0,6689
62,0,6499
63,0,6780
64,0,5400
65,0,5852
66,0,5938
67,0,5166
68,0,7505
69,0,6497
70,0,7153
71,0,6385
72,0,5949
73,0,5745
74,0,7081
75,0,7794
76,0,5293
77,0,5174
78,0,6356
79,0,7802
80,0,3456
81,0,7207
82,0,5822
83,0,4845
84,0,8394
85,0,8205
86,0,4007
87,0,8269
88,0,4364
89,0,7203
90,0,6485
91,0,5379
92,0,6237
93,0,6626
94,0,6006
95,0,6474
96,0,7312
97,0,6317
98,0,7087
99,0,8198
100,0,7324
