Range Query No.,Compacted,Skipped
1,0,48
2,0,333
3,0,1109
4,0,1112
5,0,1304
6,0,1360
7,0,2629
8,0,1932
9,0,2315
10,0,3176
11,0,3321
12,0,3880
13,0,2753
14,0,3395
15,0,3709
16,0,2378
17,0,3134
18,0,2924
19,0,2554
20,0,2770
21,0,3449
22,0,2761
23,0,4394
24,0,2460
25,0,2880
26,0,3233
27,0,4625
28,0,3311
29,0,3516
30,0,4299
31,0,3642
32,0,4116
33,0,3905
34,0,3977
35,0,3608
36,0,5891
37,0,4091
38,0,5543
39,0,6011
40,0,5172
41,0,4176
42,0,6489
43,0,6516
44,0,7125
45,0,7182
46,0,7499
47,0,9916
48,0,8548
49,0,8118
50,0,8684
51,0,6549
52,0,9611
53,0,9725
54,0,8433
55,0,8454
56,0,6642
57,0,11141
58,0,7037
59,0,11902
60,0,11763
61,0,8047
62,0,11969
63,0,5930
64,0,8238
65,0,8502
66,0,12238
67,0,11233
68,0,9487
69,0,9156
70,0,9464
71,0,9167
72,0,9269
73,0,8247
74,0,9425
75,0,8010
76,0,10573
77,0,7601
78,0,9404
79,0,9899
80,0,9396
81,0,9836
82,0,10677
83,0,8546
84,0,11126
85,0,10311
86,0,12566
87,0,9750
88,0,9667
89,0,8786
90,0,7085
91,0,7410
92,0,11295
93,0,11125
94,0,10320
95,0,10296
96,0,13075
97,0,10634
98,0,10860
99,0,11221
100,0,13845
