Range Query No.,Compacted,Skipped
1,0,90
2,0,171
3,0,369
4,0,312
5,0,479
6,0,660
7,0,899
8,0,421
9,0,453
10,0,477
11,0,1567
12,0,460
13,0,1307
14,0,592
15,0,647
16,0,811
17,0,2195
18,0,1817
19,0,1765
20,0,1838
21,0,1861
22,0,1649
23,0,2212
24,0,2254
25,0,1118
26,0,1449
27,0,1153
28,0,958
29,0,1887
30,0,1107
31,0,1491
32,0,2510
33,0,2659
34,0,2405
35,0,781
36,0,2351
37,0,2507
38,0,2014
39,0,995
40,0,1050
41,0,1631
42,0,1227
43,0,2410
44,0,1428
45,0,1797
46,0,2186
47,0,1219
48,0,2376
49,0,2286
50,0,2614
51,0,1460
52,0,2371
53,0,2333
54,0,1793
55,0,1426
56,0,971
57,0,1006
58,0,1392
59,0,1726
60,0,1883
61,0,2495
62,0,1687
63,0,2638
64,0,984
65,0,1148
66,0,1555
67,0,1652
68,0,1606
69,0,1422
70,0,1083
71,0,1566
72,0,2021
73,0,1780
74,0,2422
75,0,2239
76,0,1578
77,0,1682
78,0,1476
79,0,1243
80,0,2126
81,0,1937
82,0,2173
83,0,2349
84,0,2199
85,0,2310
86,0,2087
87,0,2448
88,0,1870
89,0,2718
90,0,1918
91,0,2210
92,0,2234
93,0,2471
94,0,2180
95,0,2169
96,0,2534
97,0,2403
98,0,2338
99,0,2035
100,0,2053
