Range Query No.,Compacted,Skipped
1,0,159
2,0,225
3,0,383
4,0,1469
5,0,1582
6,0,1879
7,0,1745
8,0,3629
9,0,3041
10,0,3534
11,0,3483
12,0,4020
13,0,4162
14,0,4505
15,0,3836
16,0,4095
17,0,4859
18,0,2930
19,0,4347
20,0,3961
21,0,3094
22,0,2864
23,0,4386
24,0,3704
25,0,4360
26,0,3667
27,0,4229
28,0,4266
29,0,4706
30,0,5735
31,0,4746
32,0,5464
33,0,6392
34,0,5787
35,0,5539
36,0,6725
37,0,10652
38,0,12241
39,0,6632
40,0,10614
41,0,11177
42,0,10945
43,0,12259
44,0,9371
45,0,10289
46,0,11907
47,0,12907
48,0,12469
49,0,6299
50,0,12905
51,0,13195
52,0,11489
53,0,8105
54,0,12110
55,0,12174
56,0,11675
57,0,10172
58,0,11578
59,0,11462
60,0,11449
61,0,10642
62,0,8737
63,0,10306
64,0,8684
65,0,9751
66,0,15150
67,0,8056
68,0,11388
69,0,11409
70,0,13373
71,0,9094
72,0,10034
73,0,11262
74,0,9514
75,0,10397
76,0,9018
77,0,14136
78,0,14986
79,0,10452
80,0,12114
81,0,11614
82,0,17416
83,0,12134
84,0,17073
85,0,12319
86,0,9620
87,0,11134
88,0,12797
89,0,15560
90,0,16061
91,0,16278
92,0,17007
93,0,16813
94,0,17749
95,0,21643
96,0,11875
97,0,22412
98,0,20967
99,0,13286
100,0,18878
