Range Query No.,Compacted,Skipped
1,0,12
2,0,42
3,0,42
4,0,97
5,0,155
6,0,176
7,0,218
8,0,204
9,0,405
10,0,428
11,0,564
12,0,541
13,0,657
14,0,676
15,0,672
16,0,779
17,0,708
18,0,820
19,0,854
20,0,894
21,0,877
22,0,853
23,0,901
24,0,1037
25,0,1051
26,0,1200
27,0,1357
28,0,1341
29,0,1243
30,0,1326
31,0,1364
32,0,1291
33,0,1418
34,0,1455
35,0,1458
36,0,1385
37,0,1597
38,0,1623
39,0,1504
40,0,1786
41,0,1741
42,0,1965
43,0,1951
44,0,2044
45,0,1949
46,0,1934
47,0,2071
48,0,2082
49,0,1394
50,0,1364
51,0,1540
52,0,2357
53,0,2395
54,0,2299
55,0,1173
56,0,1543
57,0,1744
58,0,2447
59,0,1564
60,0,1585
61,0,1612
62,0,2517
63,0,1760
64,0,2575
65,0,2584
66,0,2602
67,0,1813
68,0,2368
69,0,2755
70,0,2758
71,0,2073
72,0,2033
73,0,1987
74,0,2887
75,0,1506
76,0,2949
77,0,1849
78,0,1977
79,0,1519
80,0,2420
81,0,1979
82,0,2201
83,0,2320
84,0,1601
85,0,1277
86,0,1798
87,0,1964
88,0,1872
89,0,1653
90,0,1797
91,0,1490
92,0,1673
93,0,1622
94,0,1945
95,0,1685
96,0,1911
97,0,2240
98,0,2012
99,0,2074
100,0,1841
101,0,1257
102,0,1918
103,0,1741
104,0,2089
105,0,2246
106,0,2237
107,0,1870
108,0,2209
109,0,1998
110,0,2207
111,0,1635
112,0,1986
113,0,1687
114,0,2527
115,0,2589
116,0,2510
117,0,2162
118,0,1921
119,0,2165
120,0,2330
121,0,2303
122,0,2098
123,0,2785
124,0,1876
125,0,2455
126,0,2908
127,0,2343
128,0,2502
129,0,2656
130,0,2249
131,0,2227
132,0,1792
133,0,1517
134,0,2230
135,0,2690
136,0,2261
137,0,2076
138,0,2791
139,0,2869
140,0,2730
141,0,1811
142,0,1869
143,0,1923
144,0,3065
145,0,2220
146,0,2128
147,0,2239
148,0,1651
149,0,2333
150,0,3436
151,0,2500
152,0,1793
153,0,3388
154,0,3561
155,0,3645
156,0,2001
157,0,3665
158,0,2492
159,0,3454
160,0,2810
161,0,3465
162,0,3227
163,0,2948
164,0,3312
165,0,2595
166,0,3372
167,0,3459
168,0,3019
169,0,2842
170,0,2900
171,0,2893
172,0,2707
173,0,2640
174,0,2471
175,0,3083
176,0,3564
177,0,2810
178,0,2943
179,0,3025
180,0,3099
181,0,4553
182,0,2514
183,0,3447
184,0,4654
185,0,2809
186,0,4347
187,0,2832
188,0,5014
189,0,2668
190,0,2324
191,0,3971
192,0,2787
193,0,4834
194,0,4211
195,0,2522
196,0,2526
197,0,4179
198,0,2633
199,0,3240
200,0,2615
201,0,5147
202,0,5302
203,0,2608
204,0,5145
205,0,5310
206,0,5290
207,0,5625
208,0,2643
209,0,2654
210,0,5433
211,0,4606
212,0,2841
213,0,4957
214,0,5434
215,0,5599
216,0,3323
217,0,5427
218,0,5546
219,0,3028
220,0,5013
221,0,3348
222,0,5744
223,0,3399
224,0,5798
225,0,3483
226,0,5893
227,0,5681
228,0,3581
229,0,4160
230,0,5817
231,0,3468
232,0,5879
233,0,3740
234,0,6185
235,0,5837
236,0,6071
237,0,6355
238,0,6304
239,0,5078
240,0,5234
241,0,4240
242,0,4441
243,0,6311
244,0,6280
245,0,6393
246,0,6486
247,0,6042
248,0,6798
249,0,6670
250,0,6397
251,0,4472
252,0,5983
253,0,4561
254,0,5586
255,0,5782
256,0,5011
257,0,4645
258,0,5426
259,0,6226
260,0,5547
261,0,6328
262,0,5568
263,0,5614
264,0,6277
265,0,5621
266,0,5980
267,0,6126
268,0,4861
269,0,5930
270,0,4974
271,0,4971
272,0,4980
273,0,5698
274,0,5061
275,0,5615
276,0,5631
277,0,5372
278,0,6023
279,0,5973
280,0,5514
281,0,5865
282,0,5489
283,0,5573
284,0,5650
285,0,7267
286,0,6710
287,0,5916
288,0,6993
289,0,5551
290,0,4372
291,0,6949
292,0,6267
293,0,5996
294,0,6009
295,0,6616
296,0,7077
297,0,5748
298,0,6702
299,0,7075
300,0,7042
301,0,6119
302,0,7545
303,0,7190
304,0,6702
305,0,7261
306,0,6767
307,0,7179
308,0,6868
309,0,7521
310,0,7386
311,0,7542
312,0,4774
313,0,7318
314,0,7176
315,0,4716
316,0,7669
317,0,7675
318,0,5857
319,0,7810
320,0,3878
321,0,4797
322,0,6574
323,0,7355
324,0,4086
325,0,7647
326,0,5502
327,0,7664
328,0,7332
329,0,5295
330,0,4600
331,0,5741
332,0,7693
333,0,6329
334,0,3967
335,0,7696
336,0,7772
337,0,7778
338,0,5103
339,0,8242
340,0,8008
341,0,8082
342,0,4956
343,0,4418
344,0,8025
345,0,5331
346,0,8128
347,0,5294
348,0,5146
349,0,7627
350,0,4993
351,0,5417
352,0,8227
353,0,8454
354,0,5161
355,0,8482
356,0,7917
357,0,4975
358,0,7726
359,0,5469
360,0,5265
361,0,5641
362,0,5635
363,0,5503
364,0,5655
365,0,7043
366,0,5815
367,0,5924
368,0,5724
369,0,6740
370,0,6144
371,0,5834
372,0,5976
373,0,6139
374,0,6386
375,0,6808
376,0,6271
377,0,5884
378,0,5652
379,0,5135
380,0,6948
381,0,6950
382,0,6042
383,0,6429
384,0,6296
385,0,7210
386,0,6580
387,0,6672
388,0,6573
389,0,5636
390,0,6516
391,0,6258
392,0,5475
393,0,4706
394,0,6763
395,0,6450
396,0,6114
397,0,5694
398,0,5616
399,0,6994
400,0,6508
401,0,7043
402,0,5589
403,0,5323
404,0,5145
405,0,6065
406,0,6964
407,0,7058
408,0,7439
409,0,5306
410,0,6495
411,0,5233
412,0,4868
413,0,4902
414,0,6044
415,0,6999
416,0,5292
417,0,8407
418,0,6791
419,0,5962
420,0,6813
421,0,5305
422,0,6650
423,0,5517
424,0,5484
425,0,5496
426,0,5601
427,0,8600
428,0,5773
429,0,4765
430,0,6278
431,0,8770
432,0,5842
433,0,5101
434,0,8492
435,0,4645
436,0,6377
437,0,7918
438,0,4961
439,0,6168
440,0,6021
441,0,6217
442,0,6222
443,0,6118
444,0,6050
445,0,6027
446,0,6022
447,0,6984
448,0,5427
449,0,6525
450,0,6737
451,0,5840
452,0,6701
453,0,6099
454,0,6016
455,0,7383
456,0,5883
457,0,8120
458,0,7274
459,0,5861
460,0,6670
461,0,7753
462,0,6316
463,0,6336
464,0,6383
465,0,6236
466,0,7435
467,0,7213
468,0,6443
469,0,6846
470,0,7248
471,0,7411
472,0,6545
473,0,6181
474,0,6427
475,0,7413
476,0,6716
477,0,7912
478,0,6443
479,0,6890
480,0,6889
481,0,7329
482,0,7457
483,0,7558
484,0,6480
485,0,7348
486,0,8016
487,0,7903
488,0,7139
489,0,8033
490,0,8171
491,0,8374
492,0,7621
493,0,7334
494,0,6776
495,0,8272
496,0,7099
497,0,7177
498,0,7616
499,0,6535
500,0,7808
