Range Query No.,Compacted,Skipped
1,0,161
2,0,209
3,0,421
4,0,1620
5,0,1631
6,0,1576
7,10348,4267
8,8862,3513
9,4054,3163
10,0,1667
11,0,2433
12,11301,2379
13,0,316
14,2027,1538
15,0,1683
16,4283,2484
17,13890,3592
18,0,4229
19,0,4705
20,12800,3192
21,0,2812
22,8061,1784
23,4054,2068
24,0,2494
25,0,1909
26,0,4177
27,2027,4262
28,6081,4062
29,0,4847
30,0,4593
31,0,1364
32,0,3329
33,0,2268
34,0,3603
35,16216,6021
36,2027,5319
37,0,4628
38,17111,2351
39,0,930
40,0,6938
41,22430,5279
42,23755,7587
43,20812,8300
44,4054,1066
45,0,1202
46,0,3419
47,15922,7356
48,8108,3998
49,0,3370
50,21225,5655
51,24324,7126
52,0,4802
53,28378,7570
54,4054,6812
55,29775,1793
56,0,2051
57,0,2081
58,0,4228
59,12162,7043
60,33110,9077
61,31410,8338
62,0,3868
63,6081,3384
64,0,6790
65,33212,9769
66,2027,8162
67,32432,6761
68,4054,3995
69,0,8079
70,37281,8986
71,4054,4265
72,16726,7069
73,40718,12404
74,10994,3942
75,0,4254
76,39124,8249
77,47929,9172
78,4054,3418
79,18243,10225
80,47674,8477
81,8108,3380
82,12162,5442
83,8108,3586
84,2027,5373
85,38476,8675
86,5564,6520
87,4054,8569
88,0,8560
89,0,8159
90,2027,7399
91,18524,9540
92,49381,9757
93,0,7670
94,4054,7975
95,0,1916
96,0,14229
97,2027,2375
98,46621,11136
99,12162,4052
100,16216,7912
