Range Query No.,Compacted,Skipped
1,6157,88
2,6550,150
3,6501,153
4,6484,188
5,0,43
6,0,61
7,0,120
8,0,296
9,0,360
10,0,388
11,0,389
12,0,414
13,0,453
14,0,516
15,7388,526
16,0,26
17,7744,625
18,0,399
19,0,209
20,8001,837
21,0,162
22,8374,645
23,8363,438
24,0,75
25,0,59
26,8695,591
27,8611,260
28,8835,438
29,9232,544
30,9197,475
31,9228,223
32,0,101
33,0,117
34,9606,286
35,9525,90
36,9464,191
37,9894,320
38,9869,237
39,9819,91
40,10146,248
41,10120,411
42,10479,253
43,10400,377
44,10378,305
45,0,163
46,11074,391
47,10976,362
48,11460,156
49,11322,433
50,11323,257
51,12083,227
52,12032,430
53,0,34
54,11979,367
55,0,52
56,12402,339
57,0,157
58,0,158
59,0,221
60,12611,400
61,12562,635
62,12550,125
63,12554,147
64,0,12
65,0,73
66,12953,450
67,12964,221
68,0,106
69,0,124
70,13316,177
71,13223,179
72,12308,256
73,0,42
74,13248,186
75,13195,109
76,0,142
77,13851,335
78,13792,413
79,14147,306
80,14562,506
81,14450,323
82,14396,391
83,0,188
84,14813,165
85,0,154
86,14751,147
87,14733,168
88,0,261
89,15458,387
90,15638,699
91,15618,622
92,0,79
93,16097,166
94,15983,471
95,0,166
96,0,248
97,0,259
98,0,271
99,16230,302
100,0,352
101,16639,512
102,16611,369
103,0,131
104,16996,406
105,16992,265
106,16999,189
107,16986,64
108,0,42
109,0,110
110,17294,213
111,17232,209
112,17204,103
113,17596,250
114,0,195
115,17935,306
116,17916,310
117,0,71
118,17829,282
119,0,116
120,0,205
121,18115,285
122,18121,62
123,0,25
124,18452,443
125,0,151
126,18772,321
127,18761,260
128,18716,822
129,19145,124
130,19426,339
131,19754,352
132,19725,458
133,19700,324
134,0,105
135,20024,322
136,20027,196
137,0,11
138,20405,91
139,20400,202
140,20352,173
141,0,85
142,20260,299
143,20632,411
144,0,51
145,20991,309
146,0,151
147,21203,663
148,21609,342
149,21568,317
150,21533,164
151,21524,215
152,0,75
153,21893,176
154,22144,514
155,22541,268
156,22514,445
157,22495,72
158,22829,181
159,22779,448
160,22751,99
161,22706,292
162,0,102
163,0,103
164,23491,352
165,23416,344
166,23416,1184
167,23748,220
168,0,206
169,23706,367
170,24029,284
