Range Query No.,Compacted,Skipped
1,0,726
2,0,1758
3,0,1782
4,0,2928
5,0,1552
6,0,2523
7,0,4299
8,0,3007
9,0,4743
10,0,3980
11,0,4305
12,0,4831
13,0,3529
14,0,3640
15,0,4582
16,0,3342
17,0,4138
18,0,2627
19,0,4914
20,0,4669
21,0,3471
22,0,5153
23,0,4425
24,0,5084
25,0,3805
26,0,5990
27,0,5062
28,0,4020
29,0,9269
30,0,5273
31,0,11508
32,0,6641
33,0,9053
34,0,6500
35,0,15733
36,0,13777
37,0,14180
38,0,11670
39,0,13955
40,0,13025
41,0,12007
42,0,16159
43,0,9690
44,0,16571
45,0,13411
46,0,10276
47,0,14929
48,0,15716
49,0,10967
50,0,16622
51,0,12663
52,0,8691
53,0,14229
54,0,10783
55,0,9682
56,0,8255
57,0,12910
58,0,8350
59,0,9925
60,0,9896
61,0,15528
62,0,11327
63,0,8708
64,0,9216
65,0,12656
66,0,8613
67,0,17743
68,0,15308
69,0,14604
70,0,16844
71,0,17397
72,0,9533
73,0,10363
74,0,12052
75,0,12109
76,0,14140
77,0,12189
78,0,12925
79,0,13549
80,0,15742
81,0,12017
82,0,11110
83,0,11652
84,0,15394
85,0,13556
86,0,18473
87,0,17990
88,0,18314
89,0,15274
90,0,22355
91,0,19126
92,0,18667
93,0,17679
94,0,19376
95,0,19629
96,0,16153
97,0,20638
98,0,14882
99,0,20831
100,0,16486
