

               Level           Num Files         Num Entries
             Level-0                   0                   0
             Level-1                   5                1709
             Level-2                   8                5419
             Level-3                  26               17230
             Level-4                  25               24520
             Level-5                  69              133070
             Level-6                  47               80133
             Total:                  180              262081
rocksdb.block.cache.miss COUNT : 9525729
rocksdb.block.cache.hit COUNT : 43751
rocksdb.block.cache.add COUNT : 24914
rocksdb.block.cache.add.failures COUNT : 0
rocksdb.block.cache.index.miss COUNT : 19057
rocksdb.block.cache.index.hit COUNT : 37548
rocksdb.block.cache.index.add COUNT : 13811
rocksdb.block.cache.index.bytes.insert COUNT : 86193856
rocksdb.block.cache.filter.miss COUNT : 11103
rocksdb.block.cache.filter.hit COUNT : 6203
rocksdb.block.cache.filter.add COUNT : 11103
rocksdb.block.cache.filter.bytes.insert COUNT : 17776416
rocksdb.block.cache.data.miss COUNT : 9495569
rocksdb.block.cache.data.hit COUNT : 0
rocksdb.block.cache.data.add COUNT : 0
rocksdb.block.cache.data.bytes.insert COUNT : 0
rocksdb.block.cache.bytes.read COUNT : 279158400
rocksdb.block.cache.bytes.write COUNT : 103970272
rocksdb.bloom.filter.useful COUNT : 0
rocksdb.bloom.filter.full.positive COUNT : 0
rocksdb.bloom.filter.full.true.positive COUNT : 0
rocksdb.persistent.cache.hit COUNT : 0
rocksdb.persistent.cache.miss COUNT : 0
rocksdb.sim.block.cache.hit COUNT : 0
rocksdb.sim.block.cache.miss COUNT : 0
rocksdb.memtable.hit COUNT : 0
rocksdb.memtable.miss COUNT : 0
rocksdb.l0.hit COUNT : 0
rocksdb.l1.hit COUNT : 0
rocksdb.l2andup.hit COUNT : 0
rocksdb.compaction.key.drop.new COUNT : 4421
rocksdb.compaction.key.drop.obsolete COUNT : 0
rocksdb.compaction.key.drop.range_del COUNT : 0
rocksdb.compaction.key.drop.user COUNT : 0
rocksdb.compaction.range_del.drop.obsolete COUNT : 0
rocksdb.compaction.optimized.del.drop.obsolete COUNT : 0
rocksdb.compaction.cancelled COUNT : 0
rocksdb.number.keys.written COUNT : 375001
rocksdb.number.keys.read COUNT : 0
rocksdb.number.keys.updated COUNT : 0
rocksdb.bytes.written COUNT : 390000025
rocksdb.bytes.read COUNT : 0
rocksdb.number.db.seek COUNT : 1000
rocksdb.number.db.next COUNT : 34198548
rocksdb.number.db.prev COUNT : 0
rocksdb.number.db.seek.found COUNT : 1000
rocksdb.number.db.next.found COUNT : 34198548
rocksdb.number.db.prev.found COUNT : 0
rocksdb.db.iter.bytes.read COUNT : 35020337152
rocksdb.no.file.opens COUNT : 17316
rocksdb.no.file.errors COUNT : 0
rocksdb.stall.micros COUNT : 0
rocksdb.db.mutex.wait.micros COUNT : 0
rocksdb.number.multiget.get COUNT : 0
rocksdb.number.multiget.keys.read COUNT : 0
rocksdb.number.multiget.bytes.read COUNT : 0
rocksdb.number.merge.failures COUNT : 0
