Range Query No.,Compacted,Skipped
1,0,19
2,0,47
3,0,61
4,0,94
5,0,103
6,0,135
7,0,191
8,0,184
9,0,254
10,0,205
11,0,260
12,0,247
13,0,297
14,0,409
15,0,363
16,0,547
17,0,563
18,0,562
19,0,525
20,0,575
21,5961,577
22,0,302
23,6081,339
24,6761,566
25,0,214
26,0,224
27,1693,184
28,0,291
29,0,140
30,0,274
31,6910,464
32,0,114
33,0,524
34,0,234
35,0,403
36,0,432
37,0,581
38,0,368
39,0,629
40,0,650
41,0,590
42,0,714
43,0,610
44,6081,606
45,8508,315
46,0,166
47,0,790
48,0,814
49,0,847
50,2027,831
51,0,903
52,0,930
53,0,225
54,0,239
55,0,330
56,2027,643
57,0,792
58,0,371
59,0,398
60,8752,1052
61,0,425
62,0,118
63,0,224
64,0,243
65,9733,596
66,0,307
67,0,93
68,0,743
69,0,492
70,0,384
71,0,402
72,0,294
73,9678,1490
74,0,777
75,0,375
76,0,412
77,0,541
78,10489,386
79,0,816
80,0,186
81,0,982
82,0,216
83,8108,302
84,0,143
85,0,63
86,0,202
87,0,656
88,0,186
89,0,357
90,0,1076
91,0,241
92,2366,308
93,0,279
94,0,306
95,0,317
96,2027,1271
97,0,1206
98,0,401
99,2027,957
100,0,432
101,0,641
102,10287,1282
103,0,642
104,0,484
105,0,728
106,0,546
107,0,658
108,0,849
109,3658,661
110,0,386
111,11980,617
112,0,486
113,0,1007
114,0,83
115,0,962
116,0,620
117,0,839
118,0,1093
119,3012,828
120,0,199
121,0,301
122,0,417
123,0,337
124,0,889
125,0,1191
126,2260,1358
127,0,1434
128,3310,751
129,0,967
130,2027,1059
131,4135,1434
132,0,654
133,0,661
134,0,694
135,0,1572
136,4054,1606
137,0,835
138,0,1261
139,12739,1164
140,0,1058
141,0,232
142,0,960
143,0,1507
144,0,362
145,0,1518
146,0,387
147,5663,1865
148,13674,1661
149,0,807
150,0,677
151,0,633
152,2010,625
153,0,1174
154,2027,828
155,2027,914
156,0,955
157,0,498
158,0,1003
159,0,1399
160,3148,687
161,0,1056
162,0,1302
163,0,1030
164,0,1530
165,4054,1849
166,0,1218
167,4054,1656
168,0,1347
169,0,1331
170,2027,843
171,0,1235
172,15650,1593
173,0,1314
174,0,1354
175,14757,1787
176,0,376
177,0,985
178,3931,894
179,0,1528
180,0,506
181,0,1212
182,0,1029
183,1787,1678
184,0,1671
185,4054,1478
186,0,768
187,0,376
188,0,525
189,2027,758
190,0,513
191,16147,1767
192,2027,813
193,0,463
194,0,678
195,0,774
196,2482,642
197,0,732
198,0,955
199,0,750
200,0,1051
201,0,791
202,0,912
203,0,888
204,0,1190
205,0,909
206,0,1108
207,2027,977
208,0,985
209,2027,983
210,2027,866
211,0,748
212,0,1037
213,0,1048
214,0,1139
215,0,1204
216,0,1301
217,0,1277
218,0,1315
219,0,1399
220,2027,966
221,0,1359
222,4054,1691
223,0,1434
224,4054,1446
225,0,1649
226,0,1482
227,0,1557
228,0,1722
229,18038,1823
230,0,1691
231,0,376
232,0,285
233,0,166
234,0,1792
235,0,381
236,0,633
237,2027,2074
238,4054,1190
239,0,2011
240,2027,1147
241,6081,2090
242,0,1596
243,0,2063
244,0,422
245,2027,657
246,0,1577
247,0,2066
248,0,658
249,19491,1958
250,0,320
251,0,181
252,0,931
253,0,1954
254,4054,1925
255,2027,761
256,0,777
257,0,919
258,0,1268
259,0,1699
260,0,2013
261,0,1858
262,0,1241
263,0,1449
264,0,2080
265,0,2229
266,0,2264
267,4093,1281
268,0,1535
269,0,2230
270,0,1966
271,2510,1019
272,0,1000
273,13369,1358
274,0,2407
275,0,2435
276,0,1603
