Range Query No.,Compacted,Skipped
1,0,16
2,0,36
3,0,30
4,0,102
5,0,124
6,0,158
7,0,187
8,0,189
9,0,277
10,0,265
11,0,287
12,0,265
13,0,327
14,0,379
15,0,503
16,0,571
17,0,638
18,0,580
19,0,573
20,0,569
21,0,321
22,0,678
23,0,690
24,0,654
25,0,744
26,0,607
27,0,440
28,0,815
29,0,816
30,0,755
31,0,388
32,0,462
33,0,944
34,0,741
35,0,896
36,0,905
37,0,740
38,0,906
39,0,986
40,0,1022
41,0,859
42,0,1118
43,0,1142
44,0,1152
45,0,977
46,0,1066
47,0,932
48,0,908
49,0,1273
50,0,767
51,0,731
52,0,785
53,0,727
54,0,1142
55,0,866
56,0,858
57,0,1050
58,0,1111
59,0,996
60,0,1073
61,0,1144
62,0,1182
63,0,796
64,0,1262
65,0,1146
66,0,947
67,0,1425
68,0,1379
69,0,1441
70,0,1451
71,0,1361
72,0,1018
73,0,1452
74,0,1462
75,0,1117
76,0,1137
77,0,1334
78,0,1283
79,0,1437
80,0,1166
81,0,1610
82,0,1619
83,0,1225
84,0,1591
85,0,1279
86,0,1250
87,0,1255
88,0,1256
89,0,1273
90,0,1607
91,0,1379
92,0,1801
93,0,1621
94,0,1770
95,0,1821
96,0,1650
97,0,1819
98,0,1601
99,0,1573
100,0,1687
101,0,1921
102,0,1158
103,0,1213
104,0,1236
105,0,1438
106,0,1844
107,0,1511
108,0,1954
109,0,1864
110,0,2133
111,0,2103
112,0,2079
113,0,2222
114,0,1740
115,0,2271
116,0,1923
117,0,425
118,0,1787
119,0,2279
120,0,2279
121,0,1855
122,0,1941
123,0,1980
124,0,2364
125,0,2087
126,0,2118
127,0,2235
128,0,2193
129,0,2194
130,0,1263
131,0,1234
132,0,2335
133,0,1105
134,0,2184
135,0,2421
136,0,2602
137,0,997
138,0,2373
139,0,2338
140,0,2350
141,0,1223
142,0,1803
143,0,2573
144,0,1456
145,0,2661
146,0,1701
147,0,1869
148,0,1699
149,0,1335
150,0,1745
151,0,1768
152,0,1348
153,0,1809
154,0,1950
155,0,1965
156,0,1697
157,0,2113
158,0,2117
159,0,2140
160,0,1438
161,0,2166
162,0,2214
163,0,2242
164,0,2507
165,0,2306
166,0,1885
167,0,2126
168,0,2510
169,0,1967
170,0,2296
171,0,2577
172,0,2475
173,0,2604
174,0,2167
175,0,1609
176,0,2119
177,0,1388
178,0,2189
179,0,2175
180,0,2021
181,0,1650
182,0,1820
183,0,2091
184,0,1849
185,0,2261
186,0,1855
187,0,2174
188,0,2284
189,0,1534
190,0,1757
191,0,2511
192,0,1381
193,0,1391
194,0,1652
195,0,1508
196,0,1949
197,0,1765
198,0,1559
199,0,2082
200,0,2188
201,0,1596
202,0,2330
203,0,1627
204,0,2065
205,0,1416
206,0,1521
207,0,2085
208,0,1497
209,0,1571
210,0,1956
211,0,2071
212,0,1639
213,0,1581
214,0,1917
215,0,1972
216,0,1709
217,0,1719
218,0,2188
219,0,2185
220,0,1812
221,0,2736
222,0,2494
223,0,1879
224,0,1926
225,0,1943
226,0,2642
227,0,2430
228,0,2587
229,0,2196
230,0,2095
231,0,2129
232,0,1874
233,0,2721
234,0,2541
235,0,3061
236,0,2517
237,0,1996
238,0,2474
239,0,2432
240,0,2512
241,0,2597
242,0,2238
243,0,2931
244,0,2840
245,0,2065
246,0,1879
247,0,3080
248,0,2674
249,0,2505
250,0,2541
251,0,2430
252,0,1820
253,0,2608
254,0,2677
255,0,2680
256,0,2809
257,0,2895
258,0,2917
259,0,2311
260,0,3029
261,0,1362
262,0,2889
263,0,2995
264,0,2913
265,0,1933
266,0,2010
267,0,2572
268,0,2826
269,0,2559
270,0,2562
271,0,2639
272,0,2553
273,0,2804
274,0,2648
275,0,3351
276,0,2238
277,0,2778
278,0,2419
279,0,1600
280,0,2722
281,0,2941
282,0,2061
283,0,3059
284,0,3173
285,0,2877
286,0,2554
287,0,3125
288,0,3026
289,0,3039
290,0,2367
291,0,2757
292,0,1932
293,0,1967
294,0,3082
295,0,1911
296,0,3086
297,0,2119
298,0,2775
299,0,3158
300,0,3166
301,0,3168
302,0,2994
303,0,3179
304,0,3196
305,0,2693
306,0,2176
307,0,3322
308,0,2933
309,0,3629
310,0,2677
311,0,2473
312,0,3366
313,0,1849
314,0,2310
315,0,2787
316,0,2280
317,0,2492
318,0,2376
319,0,3663
320,0,4027
321,0,2641
322,0,3958
323,0,4210
324,0,3241
325,0,2686
326,0,2537
327,0,2726
328,0,3677
329,0,1500
330,0,3537
331,0,3408
332,0,3427
333,0,3039
334,0,3088
335,0,3613
336,0,2787
337,0,3049
338,0,3227
339,0,1722
340,0,2576
341,0,4847
342,0,2378
343,0,2464
344,0,2898
345,0,3974
346,0,2494
347,0,2503
348,0,2616
349,0,2459
350,0,4667
351,0,2260
352,0,2168
353,0,2037
354,0,3408
355,0,2199
356,0,2530
357,0,2176
358,0,2509
359,0,4549
360,0,2584
361,0,2577
362,0,2298
363,0,4428
364,0,2405
365,0,4187
366,0,4923
367,0,2396
368,0,2406
369,0,3512
370,0,3509
371,0,3024
372,0,2435
373,0,4313
374,0,3993
375,0,2821
376,0,2748
377,0,2767
378,0,2224
379,0,2521
380,0,3576
381,0,2389
382,0,2619
383,0,2692
384,0,2966
385,0,2780
386,0,5066
387,0,4532
388,0,4569
389,0,2965
390,0,5240
391,0,3544
392,0,3484
393,0,4710
394,0,3199
395,0,5341
396,0,4258
397,0,3357
398,0,3566
399,0,4192
400,0,3748
401,0,2728
402,0,4487
403,0,2776
404,0,2846
405,0,5255
406,0,2862
407,0,3511
408,0,2900
409,0,2927
410,0,5677
411,0,2943
412,0,5094
413,0,4022
414,0,2980
415,0,2741
416,0,5903
417,0,3064
418,0,3844
419,0,3107
420,0,4833
421,0,6098
422,0,2993
423,0,3193
424,0,4030
425,0,3217
426,0,4037
427,0,6294
428,0,6224
429,0,6173
430,0,4430
431,0,3394
432,0,3444
433,0,4451
434,0,6378
435,0,4106
436,0,3556
437,0,4248
438,0,4176
439,0,3628
440,0,4533
441,0,3669
442,0,3672
443,0,5652
444,0,3506
445,0,3507
446,0,5266
447,0,5100
448,0,5131
449,0,4163
450,0,4545
451,0,3567
452,0,4124
453,0,5072
454,0,4583
455,0,3462
456,0,6563
457,0,4064
458,0,4264
459,0,6311
460,0,3867
461,0,3855
462,0,3650
463,0,6437
464,0,3035
465,0,6600
466,0,3151
467,0,5046
468,0,3270
469,0,3291
470,0,3302
471,0,5321
472,0,5875
473,0,6766
474,0,3501
475,0,6799
476,0,5424
477,0,6137
478,0,3460
479,0,3481
480,0,3509
481,0,5138
482,0,4806
483,0,3534
484,0,3556
485,0,6106
486,0,3598
487,0,4830
488,0,4792
489,0,5635
490,0,5237
491,0,6801
492,0,5540
493,0,3889
494,0,5558
495,0,6474
496,0,5904
497,0,5990
498,0,5716
499,0,4075
500,0,6088
501,0,4140
502,0,6089
503,0,5671
504,0,5611
505,0,5668
506,0,6983
507,0,7208
508,0,7061
509,0,7033
510,0,4348
511,0,6279
