Range Query No.,Compacted,Skipped
1,0,475
2,0,591
3,0,1389
4,0,2232
5,0,2748
6,0,2960
7,0,2770
8,0,2799
9,0,3629
10,0,4123
11,0,5031
12,0,4811
13,0,5194
14,0,5546
15,0,5991
16,0,6859
17,0,6003
18,0,6468
19,0,6301
20,0,6052
21,0,6673
22,0,6632
23,0,6827
24,0,6626
25,0,5891
26,0,5934
27,0,6301
28,0,6501
29,0,7135
30,0,7059
31,0,7116
32,0,7170
33,0,7131
34,0,7229
35,0,7696
36,0,8578
37,0,8533
38,0,9656
39,0,9664
40,0,9920
41,0,10069
42,0,10450
43,0,12447
44,0,10538
45,0,10843
46,0,11466
47,0,12322
48,0,14393
49,0,12947
50,0,13497
51,0,14768
52,0,14929
53,0,14981
54,0,15090
55,0,15486
56,0,15775
57,0,16237
58,0,17264
59,0,18039
60,0,18246
61,0,19046
62,0,19523
63,0,19943
64,0,19844
65,0,20031
66,0,19543
67,0,19868
68,0,19143
69,0,19429
70,0,19454
71,0,18348
72,0,18654
73,0,18464
74,0,19363
75,0,19387
76,0,19925
77,0,19906
78,0,19978
79,0,19822
80,0,19655
81,0,19633
82,0,18909
83,0,18976
84,0,19661
85,0,19885
86,0,20224
87,0,21035
88,0,19856
89,0,20723
90,0,21884
91,0,22363
92,0,23361
93,0,23436
94,0,23080
95,0,23694
96,0,23017
97,0,22594
98,0,23186
99,0,22909
100,0,22831
