Range Query No.,Compacted,Skipped
1,0,134
2,0,206
3,0,417
4,0,441
5,0,711
6,0,719
7,0,799
8,0,812
9,0,725
10,0,940
11,2027,1095
12,8753,1129
13,8747,1167
14,0,549
15,0,2152
16,0,461
17,11940,1561
18,0,1083
19,0,1615
20,9488,963
21,2027,901
22,0,478
23,0,2031
24,8108,1230
25,0,344
26,4371,488
27,4669,1478
28,5995,252
29,15424,2162
30,6936,2247
31,16934,2060
32,2027,392
33,9711,399
34,0,22
35,4054,1069
36,0,2394
37,13506,869
38,15972,2238
39,2027,2686
40,9143,3046
41,0,1197
42,0,733
43,17825,1180
44,8108,2125
45,2027,2722
46,10928,3601
47,6081,1929
48,0,2986
49,24015,3452
50,0,1186
51,0,1394
52,0,1449
53,2027,1733
54,0,2433
55,6081,1910
56,23739,1743
57,12162,3387
58,2027,511
59,30560,4182
60,2027,2101
61,0,1327
62,3204,927
63,4054,3080
64,0,1775
65,0,1946
66,0,2076
67,2027,2764
68,0,2401
69,31527,5300
70,6081,679
71,0,3099
72,2027,2392
73,10135,1592
74,28755,3339
75,2027,1309
76,34459,4145
77,10135,1787
78,10135,1903
79,6081,5569
80,0,2041
81,40701,2524
82,0,2140
83,0,3304
84,4054,2530
85,6081,1663
86,44594,7325
87,17571,4668
88,18524,4595
89,10135,2693
90,0,3102
91,0,4213
92,0,3521
93,0,4592
94,48757,5375
95,6081,836
96,6081,4748
97,14189,3631
98,0,2976
99,4054,2300
100,0,4843
