Range Query No.,Compacted,Skipped
1,6098,155
2,0,177
3,0,483
4,0,1111
5,0,1330
6,7074,1830
7,9937,3953
8,0,4040
9,11591,4001
10,0,627
11,0,720
12,2027,2225
13,10332,4475
14,0,2207
15,12491,4647
16,0,2116
17,12458,4314
18,13798,3087
19,0,2191
20,4054,2937
21,6081,3376
22,4054,2535
23,14716,3137
24,0,2375
25,0,1449
26,0,2260
27,0,4246
28,0,4182
29,0,3345
30,8108,5539
31,18379,6252
32,0,4309
33,0,3649
34,6081,4464
35,8108,5332
36,0,5110
37,20270,6152
38,0,5956
39,9072,5621
40,22297,6640
41,8108,6668
42,22755,6419
43,2027,4011
44,28329,8518
45,6553,3868
46,10135,6349
47,3838,4986
48,0,4523
49,0,10858
50,25587,8311
51,0,6241
52,10879,3823
53,0,2535
54,31325,6927
55,33324,11015
56,6081,2741
57,2027,3828
58,12162,9445
59,2027,5705
60,32091,9629
61,8108,3434
62,10135,4957
63,0,6116
64,34488,9198
65,0,5710
66,37654,8792
67,2027,3822
68,12162,5331
69,16240,9130
70,12909,4804
71,0,8286
72,37781,14331
73,11841,7049
74,16216,8588
75,48560,7385
76,4054,3136
77,6081,6674
78,18243,12177
79,0,8321
80,44594,8724
81,7490,3933
82,48091,12814
83,8108,3809
84,0,941
85,0,6474
86,2027,2055
87,6331,6695
88,0,8713
89,2027,7772
90,0,12202
91,0,10333
92,0,14929
93,0,12044
94,0,13343
95,4054,9023
96,0,8695
97,0,9399
98,53256,17430
99,0,11093
100,31150,8733
