

               Level           Num Files         Num Entries
             Level-0                   0                   0
             Level-1                   2                1327
             Level-2                  12                5937
             Level-3                  38               17237
             Level-4                  97               46044
             Level-5                 109              150971
             Level-6                  38               66069
             Total:                  296              287585
rocksdb.block.cache.miss COUNT : 2100828
rocksdb.block.cache.hit COUNT : 39137
rocksdb.block.cache.add COUNT : 16600
rocksdb.block.cache.add.failures COUNT : 0
rocksdb.block.cache.index.miss COUNT : 8302
rocksdb.block.cache.index.hit COUNT : 29493
rocksdb.block.cache.index.add COUNT : 8302
rocksdb.block.cache.index.bytes.insert COUNT : 31810000
rocksdb.block.cache.filter.miss COUNT : 8298
rocksdb.block.cache.filter.hit COUNT : 9644
rocksdb.block.cache.filter.add COUNT : 8298
rocksdb.block.cache.filter.bytes.insert COUNT : 8212256
rocksdb.block.cache.data.miss COUNT : 2084228
rocksdb.block.cache.data.hit COUNT : 0
rocksdb.block.cache.data.add COUNT : 0
rocksdb.block.cache.data.bytes.insert COUNT : 0
rocksdb.block.cache.bytes.read COUNT : 130871808
rocksdb.block.cache.bytes.write COUNT : 40022256
rocksdb.bloom.filter.useful COUNT : 0
rocksdb.bloom.filter.full.positive COUNT : 0
rocksdb.bloom.filter.full.true.positive COUNT : 0
rocksdb.persistent.cache.hit COUNT : 0
rocksdb.persistent.cache.miss COUNT : 0
rocksdb.sim.block.cache.hit COUNT : 0
rocksdb.sim.block.cache.miss COUNT : 0
rocksdb.memtable.hit COUNT : 0
rocksdb.memtable.miss COUNT : 0
rocksdb.l0.hit COUNT : 0
rocksdb.l1.hit COUNT : 0
rocksdb.l2andup.hit COUNT : 0
rocksdb.compaction.key.drop.new COUNT : 131490
rocksdb.compaction.key.drop.obsolete COUNT : 0
rocksdb.compaction.key.drop.range_del COUNT : 0
rocksdb.compaction.key.drop.user COUNT : 0
rocksdb.compaction.range_del.drop.obsolete COUNT : 0
rocksdb.compaction.optimized.del.drop.obsolete COUNT : 0
rocksdb.compaction.cancelled COUNT : 0
rocksdb.number.keys.written COUNT : 625001
rocksdb.number.keys.read COUNT : 0
rocksdb.number.keys.updated COUNT : 0
rocksdb.bytes.written COUNT : 650000025
rocksdb.bytes.read COUNT : 0
rocksdb.number.db.seek COUNT : 100
rocksdb.number.db.next COUNT : 3332198
rocksdb.number.db.prev COUNT : 0
rocksdb.number.db.seek.found COUNT : 100
rocksdb.number.db.next.found COUNT : 3332198
rocksdb.number.db.prev.found COUNT : 0
rocksdb.db.iter.bytes.read COUNT : 3412273152
rocksdb.no.file.opens COUNT : 17952
rocksdb.no.file.errors COUNT : 0
rocksdb.stall.micros COUNT : 0
rocksdb.db.mutex.wait.micros COUNT : 0
rocksdb.number.multiget.get COUNT : 0
