Range Query No.,Compacted,Skipped
1,0,667
2,0,1528
3,0,2106
4,4054,1885
5,0,1031
6,0,3219
7,7206,2693
8,9427,4030
9,0,1994
10,9383,2981
11,10581,3423
12,0,1195
13,0,4595
14,0,2032
15,10938,3636
16,0,3478
17,5547,3993
18,0,2752
19,15040,2630
20,0,3039
21,0,3958
22,0,5003
23,7064,5207
24,0,4226
25,16108,5005
26,0,3574
27,0,4751
28,18680,6860
29,6081,3731
30,19481,5970
31,4054,1380
32,18243,8343
33,6984,4356
34,0,4193
35,23789,7336
36,0,5916
37,22779,9953
38,22316,9864
39,6081,404
40,8108,1662
41,22324,18481
42,0,5792
43,0,3320
44,25464,5418
45,25750,9860
46,8108,4812
47,2027,3690
48,0,5724
49,0,5804
50,30627,5035
51,22397,15885
52,30229,8018
53,13129,7922
54,0,4659
55,12162,7877
56,33706,6000
57,0,3064
58,4054,2746
59,34743,8081
60,2027,3963
61,4054,3771
62,30378,14362
63,0,1085
64,12162,5454
65,0,6994
66,35913,12154
67,4054,9979
68,14189,10988
69,6081,8730
70,0,3791
71,0,9820
72,41324,8623
73,4054,1577
74,0,2556
75,42221,14606
76,0,3267
77,12950,2346
78,0,252
79,0,10588
80,30405,7891
81,24324,1249
82,2027,13743
83,22297,1535
84,45214,15610
85,44052,15484
86,10135,3200
87,0,4194
88,28378,4065
89,0,10887
90,0,9699
91,0,2276
92,0,5300
93,0,6512
94,0,10720
95,0,11331
96,6081,10358
97,0,12367
98,40754,7058
99,0,12956
100,8108,2616
