Range Query No.,Compacted,Skipped
1,5198,701
2,4886,1188
3,0,1794
4,7413,2698
5,0,1047
6,8180,1966
7,8203,4077
8,2027,2599
9,11075,3621
10,10829,2887
11,2027,1999
12,0,4932
13,11665,3400
14,9011,5214
15,0,3528
16,11719,4751
17,12162,3984
18,0,2540
19,0,1600
20,0,2230
21,0,2188
22,15900,6101
23,0,3267
24,0,3406
25,6081,4794
26,0,4190
27,17702,5277
28,0,5216
29,0,5987
30,17707,9970
31,20033,8703
32,6081,5816
33,0,2314
34,2027,3943
35,22297,8173
36,25067,5632
37,8464,4532
38,16769,9732
39,0,2481
40,2027,7903
41,24224,12690
42,2027,2819
43,26981,2672
44,26161,8268
45,2027,1296
46,3310,3067
47,26351,8240
48,0,4679
49,8108,3894
50,33835,7180
51,33714,7290
52,2027,4060
53,4054,4363
54,0,5355
55,10135,5615
56,0,3135
57,8108,6202
58,0,5280
59,0,5916
60,10135,7328
61,34561,13496
62,8724,4204
63,16216,11931
64,37642,11874
65,34625,12357
66,6081,3315
67,10135,3658
68,8108,4683
69,16216,12955
70,0,4074
71,0,4889
72,2027,6048
73,4054,7433
74,6081,7975
75,39075,9783
76,14189,9371
77,16923,10989
78,4054,5782
79,0,11031
80,43544,12557
81,0,11566
82,2027,4004
83,4054,12199
84,17230,11405
85,0,10335
86,45207,12583
87,14189,10802
88,0,11571
89,18243,15597
90,2027,9480
91,6081,12366
92,0,13981
93,2782,15130
94,0,12568
95,0,17022
96,4054,13327
97,2027,14762
98,54460,17151
99,46621,13671
100,16216,10498
