Range Query No.,Compacted,Skipped
1,0,14
2,0,45
3,0,44
4,0,109
5,0,166
6,0,173
7,0,222
8,2027,425
9,3795,426
10,6651,549
11,6081,458
12,0,655
13,5753,220
14,0,159
15,0,591
16,0,149
17,0,659
18,2027,425
19,0,494
20,7922,495
21,0,70
22,0,23
23,5840,947
24,2027,520
25,8306,641
26,0,383
27,0,499
28,0,577
29,7786,981
30,3132,543
31,0,346
32,0,459
33,0,566
34,0,617
35,0,640
36,0,632
37,0,701
38,3687,825
39,8776,854
40,0,788
41,0,1040
42,0,1016
43,2027,1059
44,7641,1211
45,0,1286
46,10353,1019
47,0,317
48,3025,1005
49,8379,915
50,0,729
51,4295,1132
52,0,391
53,11850,1038
54,0,439
55,0,62
56,0,246
57,0,821
58,0,302
59,10806,1487
60,0,364
61,0,382
62,0,184
63,0,210
64,11436,276
65,0,355
66,0,1211
67,0,348
68,0,97
69,0,158
70,3508,1139
71,0,611
72,0,181
73,2027,278
74,0,739
75,0,849
76,0,964
77,0,1173
78,4054,822
79,4054,1617
80,14126,1367
81,0,955
82,0,868
83,0,300
84,0,1206
85,0,659
86,0,817
87,0,493
88,14270,1589
89,2710,908
90,13169,1979
91,0,224
92,0,725
93,4054,1280
94,0,1021
95,0,478
96,0,470
97,0,1256
98,0,1026
99,2758,828
100,0,1090
101,15155,1401
102,0,984
103,0,70
104,0,74
105,0,691
106,4054,1499
107,0,219
108,2027,245
109,0,254
110,0,1473
111,0,1260
112,0,736
113,0,1430
114,0,516
115,4054,1449
116,4054,1472
117,0,1427
118,0,925
119,0,1636
120,17237,2039
121,0,885
122,4421,1033
123,2027,1148
124,2027,423
125,0,1206
126,0,1052
127,0,901
128,0,1862
129,0,1364
130,0,1416
131,0,1402
132,0,1215
133,4408,1117
134,0,1501
135,0,1589
136,6081,1813
137,0,938
138,0,1377
139,19818,1601
140,7608,2309
141,0,1179
142,0,983
143,0,1340
144,0,385
145,0,1674
146,0,2080
147,0,906
148,0,1740
149,0,695
150,18547,2643
151,13724,2050
152,6081,1859
153,0,1724
154,0,1467
155,0,1909
156,4166,1292
157,0,2127
158,4054,926
159,0,1803
160,0,2181
161,0,1815
