Range Query No.,Compacted,Skipped
1,6076,173
2,6025,229
3,6231,394
4,7176,1414
5,7119,1429
6,7554,471
7,10380,4173
8,10860,4598
9,11594,1816
10,11904,5007
11,11820,613
12,12821,3308
13,12646,2905
14,12908,556
15,13283,1097
16,13463,1132
17,14502,4186
18,15280,1116
19,15227,3018
20,15076,2197
21,15647,1043
22,16032,70
23,15987,535
24,16451,1834
25,16818,1737
26,17794,2312
27,19961,4775
28,20568,5314
29,20735,6747
30,20885,6415
31,21251,1780
32,22071,2538
33,22922,3035
34,23863,2980
35,24206,4374
36,24340,1197
37,24660,2562
38,24887,1602
39,25479,2673
40,27372,3980
41,28100,4733
42,28216,1422
43,28725,901
44,28678,4843
45,29473,1112
46,30547,1810
47,30602,5701
48,30801,795
49,30765,68
50,33186,3169
51,33835,8586
52,34495,2845
53,34831,7623
54,34945,4350
55,35302,902
56,36538,2515
57,36419,325
58,36388,7901
59,37090,1315
60,37516,3147
61,38211,2715
62,38100,2246
63,38883,1411
64,40814,4692
65,42395,2661
66,43450,13479
67,43370,7284
68,43522,5397
69,43858,2719
70,44514,2841
71,46394,4879
72,47218,6195
73,47747,6841
74,49656,3402
75,49551,2674
76,49972,5138
77,50326,5403
78,52356,3645
79,52280,6420
80,52717,598
81,52657,1320
82,53677,3310
83,54017,2484
84,54171,1761
85,54484,1357
86,54915,1004
87,56067,8996
88,57288,3355
89,57555,228
90,58373,5866
91,58684,2653
92,58609,240
93,58737,7133
94,59267,424
95,59980,1989
96,59838,5602
97,60447,480
98,60760,6205
99,61330,1920
100,61901,3032
