Range Query No.,Compacted,Skipped
1,4386,573
2,5457,1946
3,0,1323
4,7953,2944
5,2027,1151
6,8197,1755
7,7845,4122
8,4333,2657
9,10826,3211
10,9807,2423
11,0,1306
12,9746,4562
13,4054,3014
14,2027,2350
15,4054,3125
16,0,2889
17,0,2900
18,0,2659
19,0,3250
20,0,4028
21,0,3323
22,0,4222
23,0,5655
24,4054,6309
25,0,3716
26,11070,6800
27,0,5167
28,0,5687
29,2027,5476
30,0,9870
31,19100,9150
32,22365,7081
33,20270,4082
34,5306,2466
35,23711,6947
36,0,10273
37,0,4031
38,0,8087
39,0,6382
40,23277,10171
41,2027,5552
42,26351,2197
43,6173,2804
44,28462,11186
45,6081,2908
46,0,1556
47,0,6803
48,10511,6480
49,0,664
50,12162,7228
51,4054,4820
52,31338,7902
53,0,1184
54,6081,2978
55,0,1253
56,0,5983
57,0,5434
58,27203,7834
59,12162,8922
60,22735,1323
61,18243,9284
62,4054,7331
63,34369,11751
64,0,3595
65,24450,4071
66,0,6384
67,6913,1892
68,6072,8144
69,37419,9396
70,2027,1837
71,15817,8266
72,40791,7712
73,0,1403
74,0,4481
75,32109,6182
76,6081,3384
77,10135,5767
78,12162,8477
79,4054,8438
80,3291,10000
81,4054,11454
82,45802,12494
83,43500,13817
84,10135,5344
85,43718,12232
86,10135,5064
87,10135,6147
88,0,7113
89,18243,14261
90,2027,7488
91,2027,12098
92,0,13095
93,18243,13447
94,0,10766
95,48109,12348
96,4054,11524
97,6081,12826
98,52909,17922
99,14189,9848
100,18243,10762
