Range Query No.,Compacted,Skipped
1,0,96
2,0,255
3,0,460
4,0,577
5,0,760
6,0,813
7,0,1031
8,0,666
9,0,1108
10,0,1185
11,0,1445
12,0,1681
13,0,1872
14,0,1799
15,0,2125
16,0,2235
17,0,1818
18,0,2423
19,0,1797
20,0,1877
21,0,2054
22,0,2062
23,0,2285
24,0,2362
25,0,1705
26,0,2139
27,0,1589
28,0,2124
29,0,1859
30,0,2922
31,0,2580
32,0,1675
33,0,2165
34,0,2213
35,0,2427
36,0,2520
37,0,2111
38,0,2573
39,0,2716
40,0,2372
41,0,2006
42,0,3014
43,0,3924
44,0,3267
45,0,2639
46,0,3815
47,0,5193
48,0,4325
49,0,3168
50,0,4025
51,0,5362
52,0,4096
53,0,4112
54,0,3863
55,0,3967
56,0,4375
57,0,3528
58,0,3652
59,0,4135
60,0,4149
61,0,5694
62,0,7105
63,0,5900
64,0,6909
65,0,6986
66,0,5550
67,0,6470
68,0,5795
69,0,6661
70,0,5879
71,0,6603
72,0,7474
73,0,6530
74,0,5014
75,0,7494
76,0,6184
77,0,6064
78,0,6324
79,0,6800
80,0,5426
81,0,6493
82,0,6457
83,0,6878
84,0,7141
85,0,6535
86,0,5932
87,0,7175
88,0,6389
89,0,6664
90,0,6138
91,0,5294
92,0,6651
93,0,6663
94,0,7016
95,0,6354
96,0,5762
97,0,6147
98,0,6736
99,0,6465
100,0,6801
