Range Query No.,Compacted,Skipped
1,0,87
2,6471,268
3,6703,446
4,7746,543
5,0,217
6,7949,671
7,0,340
8,0,346
9,8911,706
10,9613,1266
11,10193,1092
12,10506,216
13,10363,393
14,0,73
15,11473,1766
16,11338,645
17,12282,909
18,13289,1191
19,13860,801
20,13786,909
21,14211,128
22,14772,1247
23,14717,1943
24,0,461
25,15433,770
26,17238,1222
27,17127,1092
28,17840,332
29,18043,1568
30,18669,1938
31,0,358
32,19003,301
33,19312,1190
34,19741,233
35,0,675
36,22419,1538
37,22781,2727
38,23961,839
39,23979,997
40,24612,3029
41,24556,1354
42,0,157
43,0,923
44,26853,969
45,26769,978
46,27986,1342
47,28592,619
48,28888,1407
49,29312,1282
50,29943,573
51,30844,689
52,30801,962
53,31051,1794
54,30973,309
55,31666,3275
56,32067,393
57,32309,690
58,33313,662
59,34446,1312
60,34848,870
61,35009,1157
62,0,360
63,36034,1255
64,36281,1301
65,36581,880
66,37275,1101
67,37556,786
68,37939,519
69,38745,1054
70,39370,816
71,41047,3091
72,41679,1083
73,41894,1626
74,41838,1405
75,44671,1879
76,44981,1458
77,46648,785
78,46621,2386
79,46870,502
80,47840,1910
81,49048,1197
82,50647,1107
83,51419,900
84,51721,2896
85,52443,4321
86,52806,522
87,53309,588
88,0,178
89,54937,1438
90,55425,1007
91,56104,1972
92,57273,718
93,57666,316
94,57989,159
95,58244,246
96,59885,737
97,60465,2661
98,61040,1440
99,61720,422
100,0,197
