Range Query No.,Compacted,Skipped
1,0,370
2,0,458
3,0,1033
4,0,1735
5,0,1844
6,0,1990
7,0,1959
8,0,2013
9,0,2512
10,0,3261
11,0,2991
12,0,3210
13,0,3475
14,0,3473
15,0,3824
16,0,3837
17,0,4137
18,0,5016
19,0,5209
20,0,5307
21,0,5092
22,0,4821
23,0,4970
24,0,4800
25,0,4865
26,0,5088
27,0,5371
28,0,5344
29,0,5557
30,0,6056
31,0,6108
32,0,5872
33,0,5604
34,0,5631
35,0,5202
36,0,6035
37,0,6223
38,0,7307
39,0,7317
40,0,7379
41,0,8142
42,0,9378
43,0,8451
44,0,9538
45,0,8937
46,0,10010
47,0,9742
48,0,10140
49,0,10086
50,0,12526
51,0,12521
52,0,11232
53,0,10546
54,0,10630
55,0,14281
56,0,15165
57,0,11840
58,0,12504
59,0,15073
60,0,13692
61,0,14924
62,0,14664
63,0,15023
64,0,14521
65,0,15063
66,0,14408
67,0,14490
68,0,14072
69,0,15806
70,0,15046
71,0,13495
72,0,14237
73,0,15572
74,0,12747
75,0,15462
76,0,15276
77,0,14237
78,0,14300
79,0,13742
80,0,13405
81,0,12933
82,0,12991
83,0,14187
84,0,14729
85,0,14899
86,0,14282
87,0,16162
88,0,15183
89,0,16239
90,0,15809
91,0,16203
92,0,18021
93,0,17439
94,0,17774
95,0,18322
96,0,17806
97,0,17555
98,0,17060
99,0,16961
100,0,17109
