Range Query No.,Compacted,Skipped
1,6220,19
2,6216,22
3,6198,32
4,0,83
5,0,102
6,0,127
7,6502,193
8,0,102
9,6448,200
10,0,222
11,0,114
12,0,268
13,0,146
14,0,189
15,6689,432
16,7030,465
17,6998,424
18,0,16
19,6999,301
20,0,68
21,7456,106
22,7416,219
23,7411,193
24,0,60
25,0,102
26,0,76
27,0,112
28,0,172
29,7734,192
30,0,32
31,0,181
32,0,106
33,8017,319
34,7984,213
35,7969,410
36,8375,269
37,8349,193
38,0,24
39,0,71
40,8238,274
41,8690,158
42,8683,144
43,0,30
44,0,40
45,0,61
46,0,135
47,8606,398
48,0,98
49,0,205
50,9008,142
51,8968,56
52,8936,126
53,8906,316
54,0,92
55,0,67
56,0,97
57,9287,166
58,0,206
59,0,290
60,9189,346
61,9164,344
62,9606,78
63,9512,228
64,9441,318
65,9883,279
66,0,138
67,9807,163
68,0,209
69,10217,79
70,10200,37
71,10185,126
72,10169,356
73,0,33
74,0,103
75,10085,318
76,0,163
77,0,74
78,10510,148
79,0,8
80,10485,242
81,0,267
82,0,38
83,0,144
84,0,167
85,10824,279
86,10788,141
87,0,3
88,0,29
89,10763,285
90,10729,88
91,0,53
92,0,99
93,0,147
94,0,216
95,11001,535
96,0,280
97,11456,247
98,0,6
99,11422,263
100,11349,184
101,0,102
102,0,45
103,0,106
104,11768,284
105,11690,87
106,0,135
107,0,75
108,12095,234
109,12056,73
110,0,250
111,11975,258
112,11983,122
113,0,40
114,12399,227
115,0,15
116,0,88
117,0,63
118,12324,461
119,0,134
120,0,51
121,12666,152
122,12645,566
123,12625,304
124,13003,188
125,0,45
126,0,97
127,0,189
128,0,170
129,0,212
130,13336,321
131,13261,306
132,13256,238
133,0,23
134,0,67
135,13581,408
136,13547,171
137,13534,223
138,13958,181
139,0,86
140,0,93
141,0,130
142,13873,159
143,0,150
144,14255,231
145,14254,206
146,14245,40
147,14198,137
148,0,26
149,0,56
150,0,62
151,0,126
152,0,277
153,14404,728
154,0,286
155,14817,372
156,0,109
157,0,453
158,0,481
159,0,497
160,0,513
161,15054,448
162,0,246
163,0,39
164,15453,150
165,15400,397
166,0,525
167,15775,309
168,15731,696
169,0,85
170,15683,291
171,0,97
172,15652,413
173,0,217
174,16088,100
175,16065,165
176,16053,48
177,16012,146
178,16430,193
179,16414,79
180,0,51
181,0,87
182,0,268
183,16730,223
184,16715,202
185,16727,244
186,0,2
187,0,43
188,16655,127
189,0,65
190,0,166
191,17024,593
192,0,184
193,0,164
194,17344,316
195,17089,69
196,17286,241
197,17259,271
198,0,27
199,17255,74
200,0,55
201,17221,277
202,0,79
203,17596,177
204,0,190
205,0,37
206,0,227
207,0,266
208,0,173
209,17948,295
210,0,18
211,17879,219
212,17514,183
213,17882,387
214,0,146
215,0,206
216,0,211
217,18573,373
218,18522,194
219,0,290
220,18526,294
221,18492,139
222,0,57
223,0,85
224,0,103
225,18811,483
226,0,45
227,0,61
228,0,101
229,18062,323
230,19072,469
231,19075,175
232,19488,78
233,19483,11
234,19461,376
235,19359,123
236,19806,113
237,19745,296
238,19768,363
239,19642,263
240,19696,139
241,0,28
242,19667,39
243,0,107
244,0,50
245,20119,109
246,0,35
247,0,77
248,0,88
249,0,130
250,0,130
251,19962,164
252,20427,192
253,20336,122
254,20309,241
255,20715,161
256,20647,243
257,20549,114
258,21027,91
259,0,20
260,0,26
261,20964,35
262,20827,56
263,20947,259
