Range Query No.,Compacted,Skipped
1,0,137
2,0,195
3,0,407
4,0,721
5,0,876
6,0,863
7,0,765
8,0,985
9,0,1260
10,0,1421
11,0,1606
12,0,1940
13,0,1875
14,0,1017
15,0,2152
16,0,1229
17,0,1564
18,0,2034
19,0,2279
20,0,2567
21,0,2227
22,0,1784
23,0,1647
24,0,2621
25,0,1786
26,0,2386
27,0,2614
28,0,1756
29,0,1567
30,0,2468
31,0,2823
32,0,1231
33,0,2651
34,0,1764
35,0,1945
36,0,2549
37,0,2876
38,0,2062
39,0,2079
40,0,3160
41,0,2458
42,0,4355
43,0,3344
44,0,3644
45,0,4435
46,0,5060
47,0,5153
48,0,5106
49,0,5262
50,0,5779
51,0,6002
52,0,4116
53,0,4651
54,0,4241
55,0,5008
56,0,5545
57,0,6577
58,0,5252
59,0,5717
60,0,5723
61,0,6003
62,0,5431
63,0,5110
64,0,6472
65,0,6887
66,0,4514
67,0,4403
68,0,6808
69,0,5062
70,0,4513
71,0,4802
72,0,5096
73,0,6964
74,0,6741
75,0,6719
76,0,7431
77,0,6273
78,0,5637
79,0,5560
80,0,6108
81,0,5954
82,0,4818
83,0,7146
84,0,7553
85,0,5964
86,0,4817
87,0,5184
88,0,7955
89,0,5810
90,0,5271
91,0,5391
92,0,6329
93,0,7205
94,0,7193
95,0,6849
96,0,6813
97,0,8427
98,0,5487
99,0,8117
100,0,7951
